Time,Breath
0.00016355514526367188,0
0.016775131225585938,0
0.03240036964416504,0
0.04887580871582031,0
0.06545758247375488,0
0.0809321403503418,0
0.09746408462524414,0
0.11298298835754395,0
0.12968754768371582,0
0.14509272575378418,0
0.1616063117980957,0
0.1771860122680664,0
0.19364476203918457,0
0.20942974090576172,0
0.22735905647277832,0
0.24334263801574707,0
0.26000022888183594,0
0.2767772674560547,0
0.29254961013793945,0
0.3083350658416748,0
0.3249483108520508,0
0.34166979789733887,1
0.3577578067779541,1
0.3737661838531494,1
0.3896198272705078,1
0.40576982498168945,1
0.4211733341217041,1
0.43752551078796387,1
0.45385169982910156,1
0.46970248222351074,1
0.4851982593536377,1
0.501032829284668,1
0.5177838802337646,1
0.5333766937255859,1
0.5491034984588623,1
0.5657052993774414,1
0.5814163684844971,1
0.597003698348999,1
0.6135566234588623,1
0.6291782855987549,1
0.6458661556243896,1
0.6624336242675781,1
0.6779730319976807,1
0.6946637630462646,1
0.7101736068725586,1
0.7259061336517334,1
0.7427146434783936,1
0.7584366798400879,1
0.7740533351898193,1
0.790203332901001,1
0.8060922622680664,1
0.822995662689209,1
0.8391435146331787,1
0.8551545143127441,1
0.8710203170776367,1
0.8866212368011475,1
0.9026174545288086,1
0.9184277057647705,1
0.9342753887176514,1
0.9508976936340332,1
0.9675779342651367,1
0.9831948280334473,1
0.9998095035552979,1
1.015333652496338,1
1.0310499668121338,1
1.0477230548858643,1
1.0634064674377441,1
1.0789813995361328,1
1.0956552028656006,1
1.1112301349639893,1
1.1277613639831543,1
1.1433427333831787,1
1.1592092514038086,1
1.175806999206543,1
1.1913506984710693,1
1.207103967666626,1
1.2238249778747559,1
1.2395968437194824,1
1.2555530071258545,1
1.272324800491333,1
1.287386178970337,1
1.3035461902618408,1
1.3200383186340332,1
1.3364670276641846,1
1.3522427082061768,1
1.368800401687622,1
1.3844971656799316,1
1.4007596969604492,1
1.4169096946716309,1
1.43310546875,1
1.4492526054382324,1
1.465463399887085,1
1.4818029403686523,1
1.4970498085021973,1
1.5130035877227783,1
1.5296216011047363,1
1.545309066772461,1
1.5611257553100586,1
1.577864408493042,1
1.5935542583465576,1
1.6091935634613037,1
1.6253488063812256,1
1.6411244869232178,1
1.6577630043029785,1
1.6737678050994873,1
1.6896486282348633,1
1.7055072784423828,1
1.7220003604888916,1
1.7381305694580078,1
1.7549750804901123,1
1.771202802658081,1
1.7880802154541016,1
1.8041021823883057,1
1.820434808731079,1
1.8361046314239502,1
1.8520517349243164,1
1.8683946132659912,1
1.884631872177124,1
1.9009289741516113,1
1.9172329902648926,1
1.9333763122558594,1
1.9495794773101807,1
1.9658253192901611,1
1.9819061756134033,1
1.997342824935913,1
2.0135443210601807,1
2.0294036865234375,1
2.0459847450256348,1
2.062664747238159,1
2.0785045623779297,1
2.094442129135132,1
2.1103343963623047,1
2.1260411739349365,1
2.142794370651245,1
2.1584548950195312,1
2.174382209777832,1
2.19041109085083,0
2.206547498703003,0
2.228461742401123,0
2.244762897491455,0
2.2675845623016357,0
2.296480655670166,0
2.312237501144409,0
2.336587429046631,0
2.366091251373291,0
2.3822360038757324,0
2.4043984413146973,0
2.4343645572662354,0
2.4500491619110107,0
2.4735755920410156,0
2.5034515857696533,0
2.519007921218872,-1
2.5430750846862793,-1
2.5723798274993896,-1
2.589015007019043,-1
2.611687183380127,-1
2.641197443008423,-1
2.6711552143096924,-1
2.6880381107330322,-1
2.7101118564605713,-1
2.739462375640869,-1
2.7553184032440186,-1
2.77913236618042,-1
2.808389902114868,-1
2.82405686378479,-1
2.8473575115203857,-1
2.876234292984009,-1
2.892761468887329,-1
2.9151272773742676,-1
2.9443001747131348,-1
2.9604713916778564,-1
2.9832818508148193,-1
3.013096809387207,-1
3.0283968448638916,-1
3.0524322986602783,-1
3.081432819366455,-1
3.1104965209960938,-1
3.1261706352233887,-1
3.150019884109497,-1
3.1791348457336426,-1
3.1944117546081543,-1
3.218168258666992,-1
3.24802827835083,-1
3.2646701335906982,-1
3.2930634021759033,-1
3.3164405822753906,-1
3.3327975273132324,-1
3.3550922870635986,-1
3.384705066680908,-1
3.400599479675293,-1
3.423614025115967,-1
3.4532105922698975,-1
3.4833126068115234,-1
3.4987070560455322,-1
3.5217268466949463,-1
3.550780773162842,-1
3.5671956539154053,-1
3.5906929969787598,-1
3.620577096939087,-1
3.637207508087158,-1
3.669708728790283,-1
3.6853063106536865,-1
3.70871639251709,-1
3.738945245742798,-1
3.7546985149383545,-1
3.7784883975982666,-1
3.808305263519287,-1
3.8235983848571777,-1
3.846205711364746,-1
3.8754525184631348,-1
3.8913848400115967,-1
3.9140615463256836,-1
3.943190574645996,-1
3.959857702255249,-1
3.9828708171844482,-1
4.012197971343994,-1
4.02869987487793,-1
4.051554441452026,-1
4.080069541931152,-1
4.1093995571136475,-1
4.124967098236084,-1
4.1492602825164795,-1
4.1783835887908936,-1
4.194711685180664,-1
4.218002796173096,-1
4.247570514678955,-1
4.263020992279053,-1
4.287201642990112,-1
4.317254543304443,-1
4.332621812820435,-1
4.3651041984558105,-1
4.381198883056641,-1
4.397561550140381,-1
4.424382448196411,-1
4.453806638717651,-1
4.48177433013916,0
4.497466325759888,0
4.516998767852783,0
4.546290159225464,0
4.562976598739624,0
4.586146593093872,0
4.615556716918945,0
4.631532907485962,0
4.654973030090332,0
4.684194564819336,0
4.7131383419036865,0
4.729132413864136,0
4.752931118011475,0
4.782357931137085,0
4.798399925231934,0
4.822113990783691,0
4.851356744766235,0
